X,Y,Z
-478.24620434385616,89.38787849711947,-7207.5670005182865
220.9466560483581,-202.74700376461385,7047.811304640508
109.02725548475777,-146.5460819804677,7040.535055560011
23.910126269351025,-23.796537658367356,6953.451598534419
5.787967397405822,-26.059170002787376,-92.73407059056876
5.46725159174774,-25.68154195994513,-93.3011710560531
630.5198089374213,51.887306070036786,6996.987853465973
30.102555242564378,-13.383764204571989,-7146.702656611915
38.42439767328147,-125.51499757288725,-7070.534020214714
164.1436754261892,83.89883843155135,7049.953604785658
289.1341825395629,64.8173956253152,7182.601708920564
-327.639323137074,-209.25906555361416,-7362.652862585767
-344.9109298079799,-184.07936823102222,-7514.027659210962
-397.50383827800545,-256.5404983593211,-7589.440946279811
-365.15921040014524,-289.59826574132484,-7719.34725928001
-386.03220718939417,-313.9750275486849,-7786.082425551738
-315.2137208853542,-216.79070885383294,-7781.59005840592
-224.31332612453008,-205.28237861640963,-7686.83617865291
-262.64587804371706,-164.49072177042683,-7677.430178592806
-363.99971895602084,-139.48729402140788,-7752.229365321189
-441.24610477907004,-101.23337423248489,-7726.110531409192
-479.13279678572064,-106.14391950671862,-7682.68097771366
-530.8431958174689,-101.64470553734185,-7735.83533582848
-617.6090001473468,-55.14052145029833,-7767.774644034855
-579.8339177538013,-82.18562647069363,-7730.366926432359
-541.2385860587829,-93.1719331018377,-7723.593297138633
-563.4065673674608,-39.57379775079882,-7743.848923324968
-489.740980352137,22.65282987255607,-7729.734301283034
-432.97188769970666,43.092814588125755,-7775.404100318267
4731.904303197399,3707.846111724767,5683.425739252094
4756.577918743246,3723.092215433476,5517.923997227735
4779.383936578099,3713.6484640476697,5408.058327962282
4725.815890254647,3750.9480698013613,5311.344836346255
4788.918614096316,3775.2837440219037,5217.89925263819
4872.69388978364,3725.1887378117563,5169.357242846927
5046.88038881792,3990.113878034097,5062.239440766799
5082.04101230887,4097.26353253336,4968.872325447629
5356.160905279385,4421.662773730472,4824.898244668068
5554.502038382859,4636.300834476129,4709.463775886566
5648.19545482357,4830.179811111549,4618.424520755555
5807.14085815258,4796.556473592918,4419.201335011722
6006.194868477542,4794.8084070053,4104.126086568405
6143.975306325525,4831.177052213666,3938.4984632015808
-6089.200158674418,-4792.2839385157195,-4005.064104040061
6451.750469244237,4817.2989718127055,3357.130196434505
6581.981368779326,4815.681591128025,3002.0748008312994
6716.530235016671,4853.607006067733,2670.40061765673
6671.830818056422,4861.038226522062,2633.330600979106
6782.942855872219,4789.113647028914,2361.381268519361
6734.759678937153,4771.233183726821,2340.201040501524
6803.149247487105,4757.644177478369,1970.8008332456961
-280.5488927321408,63.19714101576272,7695.206032430002
-277.3336412330393,103.03205363202156,7733.139526081476
-6732.4106986152165,-4796.166059582725,-1634.7346672441465
-163.77878467617023,165.87732454951401,7700.27049753662
-103.71772223417045,189.1423323854352,7680.549048289535
-77.49801575665343,199.51376081338833,7684.275629751278
-6309.631751174506,-5450.11088245531,-743.7479956251207
-6101.176073988695,-5549.546012009644,-529.9729007918479
-6154.071042003253,-5509.0874141312315,-414.1923938380919
-6210.14582743548,-5509.831770804888,-298.8629772886474
-6361.346774684701,-5413.7433320513,-9.269276767569323
-6470.024749181825,-5373.568372920979,-30.7138908931489
233.47929903341074,38.12335476399289,7749.60817669634
197.7724315990426,95.47561015453208,7578.295493560367
139.0655108670528,135.01780279902252,7354.403711324018
194.4353899726493,109.89960399168953,7276.921802693393
223.79830539892788,74.46812479430326,7311.536040682403
289.9355088685584,79.08148912220057,7324.083674984417
293.54590255499994,68.0790907267365,7388.02981919452
327.2710073405521,109.79587715107783,7421.57350723177
323.25344818395644,146.58028275186217,7432.050378294457
306.14311699176756,210.38044487966897,7390.776247248151
278.0350467908062,265.25629615960133,7366.586842838299
206.3962950047106,309.60628521987536,7315.595925735944
224.39241233038842,324.35353984493446,7331.469725532152
225.91333958307908,320.0287676006104,7341.723691924705
236.38884667177376,263.43288695560176,7374.997250545926
336.1614801507528,178.65823199662455,7447.396454219062
265.594221481831,109.9241274125932,7477.506686920001
279.0634537763218,28.885652412277523,7482.432933144536
284.25255560131654,-33.98880826563323,7506.244577454734
265.91802742609747,-13.853064633709359,7486.76698931312
193.15799949831225,0.37066298901712,7455.226070380572
153.25978168255787,-63.59945925275901,7496.810258287946
168.70703922938014,-65.25230036106218,7545.197662564997
160.57226192331345,-92.5362959924939,7650.413823188285
201.65901134574142,-190.30521632044963,7714.497172171378
216.98881347483214,-172.56751218148634,7670.639433473695
256.5047938992561,-174.64549902770966,7635.560387534827
281.54702528721907,-181.7353021008118,7681.972132733698
272.8502479579691,-99.43347643485392,7681.725916532044
228.28738397951923,6.361437078609768,7653.575763418196
170.63579171113173,42.07119746775925,7617.8414651873345
136.73750289271817,66.69841033596107,7606.841864270026
135.61019154077567,23.580427600101558,7629.1191870495195
112.07372672530164,30.616195344993187,7633.91315530139
63.807600469377704,49.87966185320079,7610.606178766504
41.81517459184889,28.416861854139896,7615.852253337225
49.07230974140637,45.650824335904005,7593.9196646042365
35.604222144427034,53.10597947805179,7594.102904754764
12.257002090176595,3.8869369634904984,7644.042191633846
24.236433973545527,-53.339559407420744,7643.2455251396295
74.25225872243301,-98.28163642392401,7650.89027114803
76.15095234376334,-122.38868819145088,7666.856909896308
61.33281489795283,-168.6578015856959,7701.042887746356
57.37379521653388,-220.70932612670413,7729.266343558141
82.37649787209583,-300.6311462467536,7770.756741035838
79.08372578501738,-278.0208662059516,7771.825478732876
84.65601611347223,-294.36844856856794,7769.05647986828
65.38374387044864,-314.6818036487375,7767.761799163365
83.31587261127561,-346.68651258051244,7792.445303301618
132.7080646816476,-376.48543327534765,7816.295090116588
171.77734185897208,-470.86961891853116,7874.874186400197
174.49120206747853,-558.6799448394605,7936.7876503096495
158.22824659139349,-614.072424699916,7978.729854560632
169.04462731865792,-535.0292211080268,7938.402629069237
196.75423838946375,-472.55522183142546,7882.450566344827
229.60171804750945,-335.5976804178483,7790.45595183339
242.22566513245653,-185.7008999454044,7663.230926474057
225.8421452067843,-196.6380921283832,7647.145989352458
250.64291078885003,-141.37849970406035,7607.306770748049
263.82122039709134,-80.66983286045817,7594.824838074639
255.21973364469926,-115.6132286746467,7636.527947899068
248.8186201958161,-163.66147666563919,7656.8947369450225
269.82904854909026,-194.12952440821562,7673.052143872907
350.89358238167904,-186.98996436440453,7681.829498075947
420.2408124280331,-215.86123714861765,7716.89140720968
395.95481610056464,-323.0419709127184,7728.683874853002
373.0074508451794,-373.778555707976,7727.056163738936
344.6565906166178,-386.1212816610832,7715.564127894263
310.7740727034325,-396.5015658876699,7710.333907401138
321.5063406779902,-408.8765717053524,7719.520866922598
353.1386269349578,-473.0828004335687,7731.551625559049
335.1685252613501,-485.1169962192662,7731.089121118157
