X,Y,Z
14.179854002439939,174.48010136603986,5097.505786814646
-52.16591447852761,312.2061117625733,4213.808759392115
59.05203991834507,-347.99965223807516,4038.097852724197
42.753988357639514,-350.51871158954737,3943.103878699299
44.69281112419533,-363.69336708008586,4016.2802658592987
35.25108137488456,-382.0393808491567,4271.639429781444
34.568235879113246,-378.3345087067606,4334.272869880197
37.61406987386223,-353.12791207297846,4604.039758249148
-7.6252367879305325,401.0616802334495,5234.843426246583
39.96949773205116,-368.06616525015465,4742.257371913705
41.31030629938739,-376.71003785435596,4848.865211898486
40.988718344524756,-376.9102216304434,4866.797236187053
40.342663181803246,-382.59877128055956,4968.10339215018
40.11681648925096,-384.8061132153754,5128.088503448969
33.80208605723349,-391.4053762468483,5187.219477760157
34.82308939690035,-394.601057972843,5271.353196595416
34.401243578897706,-386.6099674431303,5338.759411822423
32.58656983240579,-384.5594585319654,5385.33433678058
33.44871143077271,-389.7844418650585,5519.229643044678
35.22552636624247,-392.69663237447935,5663.667049624193
36.8380870280393,-400.5283424443631,5864.542800984374
35.69272996362989,-397.8605512440124,5961.301961278095
36.685723975459084,-404.1802745995388,6158.228934436766
37.27981505699573,-401.60569713457335,6263.924153299474
38.11742064867752,-406.5442050831649,6502.524714981746
38.72833304036605,-411.7405816684517,6736.763708945558
39.68121849250387,-413.8243162807026,6892.60036312605
41.35791342634614,-415.15581759225796,7072.141076551101
41.61443085611053,-409.473482592617,7114.921887817074
43.20095646162764,-412.5345470102457,7329.6096580222
46.727980204990246,-413.27691720506937,7437.591615769638
46.03547183797948,-412.9675378346466,7567.657906926384
46.64345119997522,-416.4459639930714,7793.224948491249
47.37933826498294,-424.23139224608013,8040.044593478928
48.11684615578871,-425.1016598783377,8234.307685326254
48.94446270209185,-424.80252684778714,8471.4020536283
49.35249711855317,-428.5213496610256,8712.98771613448
48.07415391708416,-432.1947505992783,9020.25671829657
49.38589098183368,-438.3540352690111,9284.721509776471
55.89967020935245,-434.30341782906504,9514.563614549166
55.148881829685706,-433.96491531495224,9684.999250921883
