X,Y,Z
149.98264958551232,-81.86842174767223,7076.990134075351
-146.870644325293,75.8857836853792,7207.99409306144
-144.9578806730209,73.09300326301494,7201.0442621631355
-142.58589886519886,72.62326221978175,7118.814334796939
-142.58589886519886,72.62326221978175,7118.814334796939
-142.58589886519886,72.62326221978175,7118.814334796939
-142.58589886519886,72.62326221978175,7118.814334796939
141.94986638025637,-73.41774645414068,6969.632080378913
141.23768818747072,-73.96427209391483,6890.654848343042
-136.94897622121442,79.09322121380255,7225.092209040938
-137.59242286757967,80.14052760172132,7362.015057916781
141.76211340630337,-76.64781460297515,7191.278225413864
137.97444574961187,-77.07808714147303,7343.643507011129
138.34959828452915,-75.7901612177899,7414.688075900367
137.80845717894303,-72.03909901226596,7535.447305810682
135.2491771304675,-68.95788232019518,7588.110573393083
131.461022863643,-71.64693451788914,7574.847917904852
130.0623571051564,-68.99048115272684,7476.942213710535
129.12580807543753,-68.81355344430665,7466.0913524678635
129.52384568028594,-71.13462025316826,7543.293720329739
130.0948776701423,-72.34633441715314,7517.3687350154605
130.60892454221582,-72.66889977872982,7478.506982761379
131.743219717311,-73.47605164337,7532.036182495116
134.36615961677074,-75.52885765143414,7567.032855216994
132.97159911977067,-77.48408956759187,7524.778676318414
131.357937333536,-79.81801193985066,7507.63750402763
129.59062438561938,-85.48692420072943,7525.141132928377
125.15278624541105,-89.63263953628015,7502.327689498836
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
121.20685106123821,-94.43676907401766,7546.775414813437
8.485130238480693,132.85440353875475,7956.631771175167
12.620503545105144,134.8801352544754,7995.283504380726
12.620503545105144,134.8801352544754,7995.283504380726
17.72413039801068,135.5184095764719,7972.5443729166145
20.900523206893396,136.20792143975694,7958.521354610068
24.522427775006335,137.51341120718413,7965.957714682797
24.522427775006335,137.51341120718413,7965.957714682797
24.522427775006335,137.51341120718413,7965.957714682797
24.522427775006335,137.51341120718413,7965.957714682797
24.522427775006335,137.51341120718413,7965.957714682797
24.522427775006335,137.51341120718413,7965.957714682797
24.522427775006335,137.51341120718413,7965.957714682797
49.82746135259116,152.7731426237846,8030.443600335994
52.78030175025898,150.20328714304443,7868.542188463455
53.36493870765669,147.5914477671689,7660.925483121009
55.82497997369919,147.45612611031615,7587.6362997412225
58.172697381435846,147.70481949721074,7632.532215027081
58.918386689885644,147.63946413550426,7643.120630504546
63.44274556036251,149.34130407764857,7705.001437686839
63.947361166546315,149.4764813173831,7727.8604178475
64.33043602448613,148.10876754498537,7734.562367228703
64.35040468153525,145.12612658894025,7695.527937796737
64.24306250092988,142.84590681045617,7673.6587992679615
64.3112084185784,141.59601572596733,7622.930065687883
62.27823833970653,141.08778753569916,7637.001815956782
60.303356322398294,140.77145591326916,7647.265069614575
57.449776307824266,140.08606219246812,7673.096458365214
53.10572288507941,140.45567708767445,7739.85604609404
53.25907372907352,139.65558023053296,7765.979118163905
53.0866720476251,137.32431413121162,7777.12130269956
51.909469767733135,137.25306663990136,7800.66930835626
49.50923035523879,134.454965342005,7784.385214108247
49.06635545650365,128.29751763770557,7760.128218839363
47.09337467129603,127.17749663088375,7805.345069306646
43.34372792471257,125.69797358766685,7853.1494849912415
42.48823929137852,125.50911901890728,7956.830898014462
42.07432830620823,128.14262823301456,8021.78242210076
38.90660442458313,125.54649664093996,7978.725957678012
36.04911735316881,123.6594526929703,7944.40258706102
34.607644280464854,121.61855232904863,7986.396411351461
33.772369283596774,116.53648217978335,7986.320424048373
35.35724955342035,110.2398267793652,7958.226269166395
37.30803798377993,107.29853421356695,7922.34992617738
39.241275564858434,104.64749628748248,7910.184417033104
41.54602800728915,104.19863083859792,7929.293699551166
44.5117835955581,103.1966353787811,7930.027365179912
46.75627412245314,102.10870190646558,7906.7219995118485
48.770782230973765,102.006259820845,7912.80731727638
48.98364329217744,101.16617820656084,7894.864053614734
50.67213251647385,100.6636866315027,7894.78275884275
54.693953502882955,102.19161973621684,7943.138268268233
59.21256353730824,104.44490435652982,7944.426531244119
62.99007182824933,106.39186695961462,7952.250695331614
66.9197370301814,107.95201919187983,7968.025063856544
70.69766187116812,109.94935084742151,8001.74290060396
74.52195339854421,112.1761589912082,8030.277361723944
79.49734175863475,115.89137906573194,8071.167309141486
81.28451372499971,116.69559901210904,8071.71247751293
82.40345310588174,117.93559478051696,8068.8603778432
83.06907274039577,119.70846442178603,8068.173666232355
84.06844710901728,121.85961568600776,8089.444210079982
85.18972319978532,123.47035377601043,8113.237962868454
86.53135619842789,126.73207005440489,8166.808416676115
86.12560148165056,130.44829551762936,8225.998830513921
87.57078983599855,132.86961480719407,8263.959299161597
88.219235257413,130.97687335820495,8219.16677310545
86.85675108008775,129.6163220588132,8163.198134735362
87.3801802885354,125.84522040389474,8068.08102322243
90.32560352782133,121.34421107103248,7937.571446362585
94.86456305151106,121.80919604762998,7912.745804606155
98.69929734225023,119.97800315544418,7867.149522582269
101.6616351849289,119.87508950907876,7843.539748741623
102.77209499340941,122.4285686298561,7878.162903910447
104.00078614395017,125.93995426353949,7889.484578589271
104.40714432682049,128.73600655154152,7900.933502695185
105.88499642964584,132.23878657048385,7902.667879866551
104.26531747181843,133.30713171192488,7939.69971927316
101.21699966133093,136.40807633805048,7956.639686845114
98.74956242851619,137.87195466255008,7957.714732447658
98.27916534926645,138.17292738875088,7944.362772865938
97.21724955168492,138.49291162300125,7937.650473140488
92.04711511436707,139.40665810728365,7955.924635422971
91.27724518457892,140.79745719890843,7974.822022797655
93.37704057374206,142.20533952645403,7972.7939868276935
94.75683578564187,142.18150867060515,7973.109527536096
95.47692670967312,142.18256867979002,7934.869296264427
94.8849871470667,141.76948457730035,7923.594493164676
93.87509283483978,141.13384131188386,7927.8346846048935
94.72875433309913,141.21461611171017,7927.164997293624
95.70610655819873,144.6139740428874,7956.284562926315
